Date,Open,High,Low,Close,Adj Close,Volume
2021-12-20,168.279999,170.580002,167.460007,169.750000,169.750000,107499100
2021-12-21,171.559998,173.199997,169.119995,172.990005,172.990005,91185900
2021-12-22,173.039993,175.860001,172.149994,175.639999,175.639999,92135300
2021-12-23,175.850006,176.850006,175.270004,176.279999,176.279999,68356600
2021-12-27,177.089996,180.419998,177.070007,180.330002,180.330002,74919600
2021-12-28,180.160004,181.330002,178.529999,179.289993,179.289993,79144300
2021-12-29,179.330002,180.630005,178.139999,179.380005,179.380005,62348900
2021-12-30,179.470001,180.570007,178.089996,178.199997,178.199997,59773000
