Date,Open,High,Low,Close,Adj Close,Volume
2019-12-17,1.327175,1.330495,1.310410,1.327246,1.327246,0
2019-12-18,1.312215,1.312560,1.306233,1.312215,1.312215,0
2019-12-19,1.308472,1.312956,1.299663,1.308729,1.308729,0
2019-12-20,1.301643,1.307839,1.300830,1.301744,1.301744,0
2019-12-23,1.300525,1.303254,1.290706,1.300542,1.300542,0
2019-12-24,1.294448,1.296950,1.292307,1.294498,1.294498,0
2019-12-25,1.293494,1.298700,1.292300,1.293494,1.293494,0
2019-12-26,1.297185,1.301575,1.296126,1.297353,1.297353,0
2019-12-27,1.300289,1.311819,1.297219,1.300221,1.300221,0
2019-12-30,1.309140,1.315270,1.308764,1.309192,1.309192,0
2019-12-31,1.311648,1.328198,1.310960,1.311303,1.311303,0
2020-01-01,1.325400,1.327100,1.321877,1.326260,1.326260,0
2020-01-02,1.325047,1.326788,1.312508,1.325030,1.325030,0
2020-01-03,1.314389,1.316119,1.305483,1.315270,1.315270,0
2020-01-06,1.308130,1.317400,1.306540,1.308010,1.308010,0
2020-01-07,1.317193,1.321213,1.309638,1.317003,1.317003,0
2020-01-08,1.311131,1.316951,1.308267,1.311372,1.311372,0
2020-01-09,1.310582,1.312456,1.301507,1.310513,1.310513,0
2020-01-10,1.306933,1.309569,1.304938,1.307019,1.307019,0
2020-01-13,1.304376,1.304631,1.296193,1.304563,1.304563,0
2020-01-14,1.298771,1.301897,1.295673,1.298819,1.298819,0
2020-01-15,1.302253,1.304121,1.298921,1.302253,1.302253,0
2020-01-16,1.304121,1.308164,1.302898,1.304121,1.304121,0
2020-01-17,1.307788,1.311579,1.301778,1.307873,1.307873,0
2020-01-20,1.300712,1.300965,1.296479,1.300728,1.300728,0
2020-01-21,1.300728,1.308404,1.299599,1.300559,1.300559,0
2020-01-22,1.304631,1.314976,1.303781,1.304802,1.304802,0
2020-01-23,1.314752,1.315184,1.309843,1.314475,1.314475,0
2020-01-24,1.311992,1.316067,1.305995,1.311992,1.311992,0
2020-01-27,1.306165,1.310307,1.305142,1.306182,1.306182,0
2020-01-28,1.305995,1.306848,1.297757,1.306012,1.306012,0
2020-01-29,1.302400,1.303101,1.299123,1.302456,1.302456,0
2020-01-30,1.302253,1.310960,1.298044,1.302202,1.302202,0
2020-01-31,1.308627,1.319609,1.308627,1.308900,1.308900,0
2020-02-03,1.318079,1.318339,1.300136,1.318166,1.318166,0
2020-02-04,1.299731,1.304257,1.294398,1.299748,1.299748,0
2020-02-05,1.303135,1.307002,1.295857,1.303271,1.303271,0
2020-02-06,1.299714,1.300052,1.292407,1.299714,1.299714,0
2020-02-07,1.293009,1.295505,1.290006,1.293025,1.293025,0
2020-02-10,1.288892,1.294834,1.287416,1.289158,1.289158,0
2020-02-11,1.291656,1.296849,1.289607,1.291823,1.291823,0
2020-02-12,1.295656,1.299207,1.295337,1.295656,1.295656,0
2020-02-13,1.295857,1.306865,1.294532,1.295756,1.295756,0
2020-02-14,1.304478,1.306336,1.300390,1.304682,1.304682,0
2020-02-17,1.305091,1.305313,1.300441,1.305296,1.305296,0
2020-02-18,1.300542,1.304904,1.297252,1.300898,1.300898,0
2020-02-19,1.299984,1.302168,1.292808,1.300221,1.300221,0
2020-02-20,1.292825,1.293042,1.285149,1.292825,1.292825,0
2020-02-21,1.288145,1.297690,1.287963,1.288328,1.288328,0
2020-02-24,1.295203,1.295500,1.288892,1.295370,1.295370,0
2020-02-25,1.292524,1.301795,1.291656,1.292658,1.292658,0
2020-02-26,1.300238,1.301067,1.291322,1.300339,1.300339,0
2020-02-27,1.290722,1.294532,1.286256,1.290689,1.290689,0
2020-02-28,1.288926,1.291890,1.275445,1.288892,1.288892,0
2020-03-02,1.280557,1.285182,1.274194,1.280705,1.280705,0
2020-03-03,1.276634,1.283746,1.275982,1.276715,1.276715,0
2020-03-04,1.282117,1.284604,1.277156,1.282084,1.282084,0
2020-03-05,1.287217,1.294582,1.286174,1.287498,1.287498,0
2020-03-06,1.295000,1.304972,1.295000,1.295068,1.295068,0
2020-03-09,1.309655,1.319975,1.303645,1.309929,1.309929,0
2020-03-10,1.307531,1.308832,1.293444,1.307531,1.307531,0
2020-03-11,1.290689,1.297741,1.285545,1.290972,1.290972,0
2020-03-12,1.281756,1.285182,1.254296,1.281821,1.281821,0
2020-03-13,1.257277,1.262499,1.240064,1.257024,1.257024,0
2020-03-16,1.240033,1.240033,1.222285,1.239987,1.239987,0
2020-03-17,1.226934,1.227054,1.200927,1.226663,1.226663,0
2020-03-18,1.211607,1.213033,1.174646,1.212165,1.212165,0
2020-03-19,1.161103,1.178856,1.147684,1.162534,1.162534,0
2020-03-20,1.149637,1.192435,1.148211,1.149439,1.149439,0
2020-03-23,1.160860,1.171166,1.148026,1.162304,1.162304,0
2020-03-24,1.159783,1.178967,1.158373,1.159555,1.159555,0
2020-03-25,1.179148,1.197318,1.164714,1.179204,1.179204,0
2020-03-26,1.184413,1.213916,1.182257,1.185115,1.185115,0
2020-03-27,1.219334,1.237991,1.215347,1.220063,1.220063,0
2020-03-30,1.244865,1.246727,1.231982,1.245319,1.245319,0
2020-03-31,1.236552,1.246945,1.226738,1.237164,1.237164,0
2020-04-01,1.241157,1.243843,1.233502,1.240849,1.240849,0
2020-04-02,1.238175,1.246556,1.235498,1.238237,1.238237,0
2020-04-03,1.239188,1.239403,1.220733,1.239495,1.239495,0
2020-04-06,1.221956,1.232742,1.221285,1.222016,1.222016,0
2020-04-07,1.223481,1.238237,1.222046,1.224050,1.224050,0
2020-04-08,1.233745,1.241804,1.228954,1.233867,1.233867,0
2020-04-09,1.239173,1.247521,1.236247,1.239311,1.239311,0
2020-04-10,1.245982,1.248814,1.244958,1.245485,1.245485,0
2020-04-13,1.245904,1.253337,1.245578,1.246106,1.246106,0
2020-04-14,1.252035,1.262084,1.251173,1.252395,1.252395,0
2020-04-15,1.262403,1.262786,1.244075,1.262626,1.262626,0
2020-04-16,1.252191,1.252662,1.241434,1.252097,1.252097,0
2020-04-17,1.248782,1.252317,1.240864,1.248782,1.248782,0
2020-04-20,1.248751,1.249157,1.241820,1.248751,1.248751,0
2020-04-21,1.244245,1.244400,1.226347,1.244276,1.244276,0
2020-04-22,1.230239,1.238313,1.227596,1.229861,1.229861,0
2020-04-23,1.232256,1.241573,1.230936,1.232392,1.232392,0
2020-04-24,1.235315,1.237425,1.229967,1.235224,1.235224,0
2020-04-27,1.236858,1.245377,1.236125,1.236660,1.236660,0
2020-04-28,1.242236,1.251846,1.240572,1.242267,1.242267,0
2020-04-29,1.243394,1.248626,1.239050,1.243565,1.243565,0
2020-04-30,1.246914,1.263775,1.242993,1.247147,1.247147,0
2020-05-01,1.258099,1.258099,1.250406,1.258147,1.258147,0
2020-05-04,1.245656,1.246883,1.240649,1.245423,1.245423,0
2020-05-05,1.244818,1.248034,1.242221,1.244555,1.244555,0
2020-05-06,1.244524,1.245020,1.233776,1.244420,1.244420,0
2020-05-07,1.232742,1.241465,1.226994,1.232559,1.232559,0
2020-05-08,1.237409,1.246354,1.235773,1.237593,1.237593,0
2020-05-11,1.241634,1.243781,1.228577,1.241742,1.241742,0
2020-05-12,1.233228,1.237624,1.228864,1.233350,1.233350,0
2020-05-13,1.225370,1.233745,1.222195,1.225490,1.225490,0
2020-05-14,1.223945,1.224140,1.216885,1.224155,1.224155,0
2020-05-15,1.223391,1.223810,1.211637,1.223391,1.223391,0
2020-05-18,1.208605,1.222434,1.208605,1.208576,1.208576,0
2020-05-19,1.220256,1.226934,1.218487,1.220003,1.220003,0
2020-05-20,1.225941,1.228697,1.222315,1.225595,1.225595,0
2020-05-21,1.223541,1.224950,1.218650,1.223691,1.223691,0
2020-05-22,1.222613,1.223541,1.216338,1.222345,1.222345,0
2020-05-25,1.218665,1.220390,1.216501,1.218606,1.218606,0
2020-05-26,1.220048,1.236277,1.219854,1.220137,1.220137,0
2020-05-27,1.233502,1.234934,1.220942,1.233502,1.233502,0
2020-05-28,1.226317,1.233502,1.223541,1.226482,1.226482,0
2020-05-29,1.231967,1.239219,1.229332,1.232149,1.232149,0
2020-06-01,1.234537,1.248502,1.234537,1.234800,1.234800,0
2020-06-02,1.248845,1.257545,1.247957,1.248704,1.248704,0
2020-06-03,1.257893,1.261304,1.255493,1.258147,1.258147,0
2020-06-04,1.257450,1.262228,1.250156,1.257514,1.257514,0
2020-06-05,1.260287,1.272977,1.258431,1.260907,1.260907,0
2020-06-08,1.271391,1.271876,1.262866,1.272572,1.272572,0
2020-06-09,1.273237,1.275494,1.262690,1.273528,1.273528,0
2020-06-10,1.271133,1.280033,1.270745,1.271133,1.271133,0
2020-06-11,1.271423,1.275039,1.262499,1.271068,1.271068,0
2020-06-12,1.257561,1.265086,1.252332,1.257703,1.257703,0
2020-06-15,1.251236,1.257846,1.245625,1.250876,1.250876,0
2020-06-16,1.263823,1.268713,1.256029,1.263775,1.263775,0
2020-06-17,1.258384,1.258732,1.251423,1.258511,1.258511,0
2020-06-18,1.255162,1.256329,1.240464,1.255272,1.255272,0
2020-06-19,1.242483,1.245485,1.235086,1.242684,1.242684,0
2020-06-22,1.234553,1.245501,1.233730,1.234812,1.234812,0
2020-06-23,1.249938,1.253164,1.243379,1.250156,1.250156,0
2020-06-24,1.252803,1.254301,1.241696,1.252489,1.252489,0
2020-06-25,1.241511,1.246417,1.239357,1.241295,1.241295,0
2020-06-26,1.242421,1.243688,1.231724,1.242545,1.242545,0
2020-06-29,1.234096,1.239004,1.225415,1.234217,1.234217,0
2020-06-30,1.231072,1.239203,1.226001,1.231057,1.231057,0
2020-07-01,1.238866,1.247738,1.236033,1.238927,1.238927,0
2020-07-02,1.246821,1.252976,1.246184,1.246479,1.246479,0
2020-07-03,1.246696,1.248626,1.244075,1.246640,1.246640,0
2020-07-06,1.247754,1.251987,1.247676,1.247552,1.247552,0
2020-07-07,1.249453,1.259097,1.246385,1.249547,1.249547,0
2020-07-08,1.253793,1.260033,1.251016,1.254280,1.254280,0
2020-07-09,1.261273,1.266945,1.260224,1.261352,1.261352,0
2020-07-10,1.260653,1.266400,1.256913,1.260509,1.260509,0
2020-07-13,1.262690,1.266641,1.259303,1.262751,1.262751,0
2020-07-14,1.254973,1.255966,1.248190,1.255178,1.255178,0
2020-07-15,1.257118,1.264974,1.256439,1.256929,1.256929,0
2020-07-16,1.259034,1.262435,1.252097,1.259100,1.259100,0
2020-07-17,1.256013,1.257229,1.251345,1.255950,1.255950,0
2020-07-20,1.257229,1.265935,1.251909,1.257118,1.257118,0
2020-07-21,1.266464,1.275136,1.265278,1.266175,1.266175,0
2020-07-22,1.273447,1.274080,1.264574,1.273075,1.273075,0
2020-07-23,1.273091,1.275982,1.267427,1.272993,1.272993,0
2020-07-24,1.273058,1.279476,1.272006,1.273075,1.273075,0
2020-07-27,1.279803,1.289956,1.279803,1.279591,1.279591,0
2020-07-28,1.288876,1.294884,1.284142,1.288975,1.288975,0
2020-07-29,1.292725,1.299376,1.291272,1.292374,1.292374,0
2020-07-30,1.298263,1.306984,1.294565,1.298246,1.298246,0
2020-07-31,1.311751,1.316968,1.310668,1.311785,1.311785,0
2020-08-03,1.310101,1.311166,1.300593,1.310170,1.310170,0
2020-08-04,1.307805,1.310633,1.298420,1.307873,1.307873,0
2020-08-05,1.308695,1.316205,1.306046,1.308609,1.308609,0
2020-08-06,1.312698,1.318513,1.311974,1.312680,1.312680,0
2020-08-07,1.313439,1.314803,1.301168,1.313802,1.313802,0
2020-08-10,1.305296,1.310204,1.301965,1.305227,1.305227,0
2020-08-11,1.307617,1.313129,1.305739,1.307719,1.307719,0
2020-08-12,1.305432,1.306677,1.300728,1.305074,1.305074,0
2020-08-13,1.304972,1.312164,1.304500,1.304802,1.304802,0
2020-08-14,1.307002,1.314164,1.305074,1.307053,1.307053,0
2020-08-17,1.310444,1.312129,1.307480,1.310700,1.310700,0
2020-08-18,1.310788,1.324047,1.310719,1.310788,1.310788,0
2020-08-19,1.325311,1.326735,1.317367,1.325399,1.325399,0
2020-08-20,1.310753,1.319366,1.306609,1.311080,1.311080,0
2020-08-21,1.322157,1.325486,1.306404,1.322034,1.322034,0
2020-08-24,1.309278,1.314924,1.306455,1.309415,1.309415,0
2020-08-25,1.307207,1.317055,1.305977,1.307138,1.307138,0
2020-08-26,1.314924,1.321248,1.311819,1.315218,1.315218,0
2020-08-27,1.321895,1.327981,1.316673,1.321982,1.321982,0
2020-08-28,1.319970,1.335363,1.318826,1.319958,1.319958,0
2020-08-31,1.335506,1.339316,1.330265,1.335648,1.335648,0
